Asset ID,Asset Type,Purchase Date,Lifecycle Status,Maintenance Cost,Replacement Cost
A2709,Router,2021-12-21,In Maintenance,3876.12,9772.8
A2710,Printer,2021-04-29,In Maintenance,3153.2,3460.41
A2711,Desktop,2021-09-27,Retired,2511.71,2523.97
A2712,Router,2020-11-05,In Maintenance,434.94,3927.71
A2713,Printer,2020-07-16,Active,2895.02,7288.0
A2714,Router,2020-09-19,Retired,4704.19,2593.84
A2715,Laptop,2023-04-24,In Maintenance,2087.48,9542.43
A2716,Router,2022-04-16,Retired,4573.01,1499.52
A2717,Desktop,2023-08-19,Active,4458.73,5948.89
A2718,Switch,2020-02-03,Active,4709.41,963.85
A2719,Router,2020-11-26,In Maintenance,787.56,4470.34
A2720,Switch,2023-11-11,In Maintenance,3385.58,5278.9
A2721,Switch,2022-05-14,Retired,3955.06,6402.05
A2722,Switch,2023-08-19,Active,1814.59,4110.44
A2723,Laptop,2020-04-19,Active,4533.71,8039.2
A2724,Laptop,2020-01-18,In Maintenance,4690.2,6699.45
A2725,Laptop,2020-05-16,In Maintenance,1206.52,5013.25
A2726,Laptop,2024-01-22,In Maintenance,3919.56,2111.6
A2727,Switch,2021-11-01,Disposed,4257.36,1507.61
A2728,Server,2022-09-18,In Maintenance,3022.31,4045.03
A2729,Printer,2019-10-22,Active,2809.54,1023.87
A2730,Router,2020-05-03,In Maintenance,1016.31,2229.29
A2731,Printer,2024-02-24,Retired,2438.71,1313.32
A2732,Server,2023-05-01,Retired,1737.35,5110.72
A2733,Desktop,2022-08-23,Active,2944.26,5973.86
A2734,Desktop,2023-09-11,Retired,1073.72,3713.87
A2735,Printer,2020-05-01,Disposed,3670.13,9885.87
A2736,Router,2019-12-25,Active,4810.07,573.09
A2737,Printer,2022-04-08,Disposed,3872.59,2868.89
A2738,Printer,2023-02-03,In Maintenance,196.01,1298.97
A2739,Switch,2020-05-01,Disposed,3069.99,7118.48
A2740,Router,2021-11-06,Retired,4940.68,6617.37
A2741,Desktop,2019-10-16,Active,4947.94,9470.26
A2742,Printer,2019-10-15,Retired,3153.47,6584.54
A2743,Server,2023-08-13,Active,3945.63,8251.55
A2744,Router,2020-02-03,Retired,829.48,9218.23
A2745,Desktop,2022-02-18,Retired,1925.63,7700.57
A2746,Desktop,2024-07-03,Disposed,3290.17,2240.62
A2747,Printer,2022-05-06,Disposed,2220.83,3985.74
A2748,Router,2019-12-12,In Maintenance,1723.74,8771.41
A2749,Laptop,2023-12-15,Active,2424.85,3819.86
A2750,Laptop,2021-03-10,Retired,371.67,4868.4
A2751,Printer,2019-09-06,Retired,2851.11,7434.02
A2752,Laptop,2019-08-12,Retired,795.19,2367.89
A2753,Laptop,2021-09-25,In Maintenance,4407.86,7152.75
A2754,Desktop,2021-12-12,Active,596.05,6009.48
A2755,Printer,2020-08-02,In Maintenance,4665.87,662.45
A2756,Laptop,2020-03-22,Disposed,3841.35,5786.66
A2757,Printer,2020-01-02,Retired,3961.71,9553.29
A2758,Desktop,2019-11-30,Retired,3079.16,1211.43
A2759,Server,2023-07-05,Active,4302.16,2050.15
A2760,Server,2022-06-23,In Maintenance,4258.62,4396.36
A2761,Switch,2020-01-31,In Maintenance,1204.76,6609.02
A2762,Desktop,2022-02-16,Retired,3832.91,5365.39
A2763,Desktop,2019-09-17,Retired,3253.0,5818.6
A2764,Switch,2022-11-12,Active,1268.82,9167.77
A2765,Server,2021-12-30,Disposed,3837.11,7441.93
A2766,Server,2023-01-14,Retired,3716.95,2465.29
A2767,Desktop,2020-08-13,In Maintenance,2950.85,2602.15
A2768,Switch,2020-03-08,Retired,4698.51,2956.16
A2769,Printer,2023-02-22,In Maintenance,4490.5,9170.67
A2770,Laptop,2020-04-04,Disposed,3469.09,2224.35
A2771,Server,2024-01-12,In Maintenance,4784.93,3882.87
A2772,Switch,2021-12-16,Active,2119.47,8081.96
A2773,Laptop,2023-04-03,Active,341.06,8249.04
A2774,Switch,2019-08-05,In Maintenance,2346.46,8742.02
A2775,Desktop,2019-12-14,Disposed,1986.24,4234.37
A2776,Laptop,2022-01-01,Active,1921.63,5465.52
A2777,Server,2024-06-06,Disposed,1152.26,5569.77
A2778,Printer,2023-02-21,Disposed,1230.8,1150.18
A2779,Server,2022-10-19,Active,2795.59,2901.56
A2780,Laptop,2021-12-03,Active,1610.16,2833.39
A2781,Printer,2023-03-08,In Maintenance,3215.34,969.51
A2782,Switch,2022-03-25,Disposed,4762.18,9880.86
A2783,Desktop,2023-08-01,Retired,2423.61,7701.3
A2784,Switch,2023-11-09,In Maintenance,1034.01,8793.1
A2785,Desktop,2020-09-12,Active,830.91,3639.23
A2786,Desktop,2021-12-19,In Maintenance,837.12,9557.19
A2787,Desktop,2024-05-18,Disposed,4269.21,1407.47
A2788,Server,2021-08-26,Disposed,3848.15,5003.91
A2789,Switch,2021-02-22,Retired,4236.19,2375.35
A2790,Server,2020-05-11,Disposed,115.4,8347.91
A2791,Server,2021-10-28,Active,2354.11,5778.12
A2792,Desktop,2023-08-31,Retired,1719.31,1748.06
A2793,Router,2024-03-23,In Maintenance,3101.71,2342.56
A2794,Switch,2021-08-31,Disposed,3240.47,9898.33
A2795,Server,2019-10-19,Retired,2717.71,7979.63
A2796,Printer,2021-05-23,In Maintenance,4378.99,9246.12
A2797,Router,2022-03-09,In Maintenance,738.04,5584.62
A2798,Laptop,2023-08-26,In Maintenance,2036.28,3740.9
A2799,Router,2023-11-14,Disposed,2015.34,5532.55
A2800,Router,2020-04-05,Active,4725.58,8967.59
A2801,Desktop,2020-07-06,In Maintenance,3355.85,954.71
A2802,Laptop,2023-07-09,Retired,1479.55,8638.23
A2803,Router,2020-04-08,Retired,4529.05,4118.0
A2804,Router,2023-08-27,Retired,4087.82,2696.62
A2805,Switch,2024-04-22,Retired,2190.48,4726.54
A2806,Laptop,2023-01-14,Active,3003.28,3341.28
A2807,Switch,2020-10-22,Retired,2187.83,6440.42
A2808,Server,2023-12-01,Active,4459.57,5946.53
A2809,Server,2020-05-11,Disposed,468.29,6536.38
A2810,Laptop,2024-07-03,In Maintenance,2284.22,4527.92
A2811,Printer,2022-11-12,Retired,187.71,8715.34
A2812,Server,2020-07-19,Disposed,1637.81,1681.51
A2813,Server,2020-06-23,In Maintenance,834.75,4375.12
A2814,Switch,2020-05-09,Retired,1448.91,5136.67
A2815,Switch,2024-03-12,Disposed,2864.63,4997.12
A2816,Printer,2022-09-18,Retired,1984.84,5231.88
A2817,Server,2020-08-07,Retired,2347.7,754.59
A2818,Server,2023-10-11,Disposed,2113.1,4089.95
A2819,Router,2022-07-17,In Maintenance,4776.37,7696.27
A2820,Switch,2020-07-13,In Maintenance,1656.79,6388.29
A2821,Laptop,2021-11-04,Disposed,4327.52,8398.53
A2822,Server,2020-06-28,In Maintenance,3652.63,7249.27
A2823,Laptop,2019-10-12,Disposed,365.78,5032.92
A2824,Switch,2021-04-11,Disposed,2778.4,4727.24
A2825,Desktop,2023-08-04,Active,675.69,2458.93
A2826,Server,2023-10-17,Active,1886.21,9659.42
A2827,Laptop,2020-08-18,Active,1784.32,7187.16
A2828,Printer,2023-04-02,In Maintenance,2860.54,7494.07
A2829,Printer,2023-03-19,In Maintenance,1582.24,9885.9
A2830,Desktop,2020-06-11,Retired,908.99,5602.35
A2831,Laptop,2020-09-19,Disposed,4246.29,5007.81
A2832,Desktop,2020-10-14,Disposed,3647.81,6433.82
A2833,Switch,2022-11-28,Active,1928.94,6280.41
A2834,Switch,2023-04-16,In Maintenance,2154.8,9404.96
A2835,Router,2023-12-18,Disposed,4697.96,4126.84
A2836,Printer,2022-09-04,Active,558.44,1402.9
A2837,Server,2023-09-16,Retired,1225.63,2721.99
A2838,Switch,2021-09-15,Retired,4212.99,6416.97
A2839,Switch,2022-12-30,Retired,2523.3,8572.33
A2840,Printer,2023-03-24,In Maintenance,1995.93,5391.62
A2841,Server,2021-08-24,Active,4177.52,6814.57
A2842,Printer,2022-01-11,Retired,2643.28,3480.58
A2843,Switch,2023-11-24,Retired,3374.58,1997.93
A2844,Laptop,2021-05-13,Retired,3617.46,5598.68
A2845,Server,2020-11-16,Active,4677.17,1086.08
A2846,Desktop,2021-07-19,In Maintenance,3128.63,2945.93
A2847,Printer,2023-11-23,Retired,1155.2,4676.88
A2848,Switch,2022-06-02,Disposed,2418.43,8884.35
A2849,Server,2024-06-29,Active,4192.87,9020.23
A2850,Laptop,2020-06-25,Active,3037.36,5284.18
A2851,Switch,2020-07-20,Retired,732.57,2412.57
A2852,Printer,2022-02-16,Active,4137.94,3142.68
A2853,Switch,2022-04-01,Retired,4167.67,9984.96
A2854,Desktop,2022-04-12,Retired,311.26,4007.63
A2855,Printer,2022-05-02,Disposed,4746.07,2093.05
A2856,Router,2021-08-24,Active,1602.02,7237.82
A2857,Switch,2024-05-18,Disposed,1815.24,9668.36
A2858,Switch,2019-08-08,Disposed,4690.45,4311.45
A2859,Router,2020-11-18,Active,1382.68,3625.12
A2860,Laptop,2021-06-28,Active,1323.61,574.21
A2861,Desktop,2022-11-28,Retired,1361.3,2825.0
A2862,Printer,2020-06-01,Retired,2251.19,1839.09
A2863,Laptop,2024-03-05,Disposed,4206.41,4677.39
A2864,Desktop,2019-10-22,Retired,2842.6,5896.32
A2865,Desktop,2024-06-27,Retired,3387.33,8089.57
A2866,Laptop,2021-10-19,Disposed,3452.07,7592.9
A2867,Desktop,2019-10-25,Active,2641.17,6683.47
A2868,Switch,2019-12-16,Disposed,2158.85,3557.63
A2869,Laptop,2022-10-21,Disposed,3573.77,4844.2
A2870,Router,2020-05-04,Disposed,3450.36,9993.66
A2871,Switch,2023-07-16,Retired,3521.32,2255.23
A2872,Server,2023-09-06,In Maintenance,4852.32,7464.09
A2873,Switch,2022-10-20,In Maintenance,624.52,4148.73
A2874,Laptop,2022-11-03,In Maintenance,1503.81,4218.31
A2875,Desktop,2022-06-27,Active,268.9,3302.88
A2876,Switch,2021-10-23,In Maintenance,3762.59,6666.62
A2877,Desktop,2023-09-17,Disposed,2711.76,5157.14
A2878,Server,2022-11-24,Active,1181.0,1708.51
A2879,Router,2023-05-19,Retired,4368.92,7706.54
A2880,Router,2023-02-14,Retired,4576.64,1311.52
A2881,Printer,2020-07-29,Retired,944.8,1214.58
A2882,Server,2023-05-16,Disposed,1069.99,8235.56
A2883,Desktop,2024-06-18,Active,4488.54,2705.71
A2884,Printer,2020-01-05,Retired,2402.23,2244.14
A2885,Switch,2022-04-24,Retired,3944.18,6489.63
A2886,Laptop,2024-05-13,In Maintenance,1166.35,5101.44
A2887,Desktop,2021-04-05,Disposed,330.68,6144.41
A2888,Router,2023-04-05,Disposed,1808.53,8976.51
A2889,Printer,2020-09-08,In Maintenance,2666.16,2288.36
A2890,Printer,2023-11-12,In Maintenance,1046.55,2783.32
A2891,Switch,2019-12-08,Active,4058.93,3923.03
A2892,Switch,2023-09-21,Disposed,4862.14,5166.76
A2893,Desktop,2019-09-20,Disposed,1872.92,4962.77
A2894,Desktop,2022-07-27,Disposed,3083.82,4961.11
A2895,Laptop,2019-09-06,In Maintenance,4218.87,3191.83
A2896,Server,2019-11-01,Disposed,2754.44,2949.1
A2897,Desktop,2021-04-15,Active,4286.62,3569.28
A2898,Router,2023-08-18,Active,2671.33,1085.68
A2899,Switch,2020-06-19,Disposed,4631.05,6887.59
A2900,Router,2021-09-10,Retired,3923.71,9698.11
A2901,Switch,2021-09-02,Retired,4105.57,2037.37
A2902,Desktop,2022-08-05,Disposed,432.04,9022.4
A2903,Printer,2021-10-10,Active,617.42,555.19
A2904,Printer,2023-07-18,Disposed,4855.24,9283.32
A2905,Printer,2019-09-27,Disposed,1897.35,4686.54
A2906,Printer,2019-11-01,Disposed,1255.03,6913.76
A2907,Printer,2022-01-05,In Maintenance,4965.69,9250.28
A2908,Desktop,2024-06-30,Retired,2313.19,8828.87
A2909,Printer,2020-07-03,Active,3363.31,4900.81
A2910,Switch,2024-04-14,Active,2787.51,9480.67
A2911,Router,2023-10-27,Retired,2257.44,9042.91
A2912,Laptop,2021-12-27,Retired,135.91,3881.14
A2913,Switch,2024-06-08,Retired,4822.47,1318.52
A2914,Desktop,2023-03-26,In Maintenance,4846.45,1928.73
A2915,Laptop,2024-03-04,Disposed,4328.57,2996.14
A2916,Printer,2021-10-25,In Maintenance,694.36,841.58
A2917,Server,2024-02-11,Active,2744.33,7927.65
A2918,Server,2020-11-20,Active,4267.82,4182.51
A2919,Desktop,2021-07-22,Active,2022.45,7348.83
A2920,Router,2020-06-27,In Maintenance,2344.83,5106.69
A2921,Switch,2021-06-29,Retired,4387.49,6382.41
A2922,Server,2023-12-26,Disposed,1436.46,4593.58
A2923,Laptop,2023-07-26,In Maintenance,3218.92,3232.61
A2924,Router,2021-04-21,In Maintenance,2162.71,7660.13
A2925,Laptop,2022-06-08,Active,1429.37,4406.88
A2926,Server,2022-08-13,Active,4360.85,2325.12
A2927,Desktop,2020-07-31,In Maintenance,4096.97,9029.06
A2928,Desktop,2022-05-24,Disposed,2332.15,4082.38
A2929,Server,2022-03-31,Disposed,376.33,2411.36
A2930,Desktop,2023-03-09,Retired,703.3,2560.12
A2931,Switch,2024-05-19,Retired,595.6,8289.82
A2932,Server,2020-04-19,Retired,1182.99,5992.28
A2933,Router,2019-11-01,In Maintenance,2648.25,4066.71
A2934,Desktop,2022-02-17,Retired,4952.94,9865.43
A2935,Laptop,2021-06-27,In Maintenance,1517.61,6052.01
A2936,Server,2021-06-26,In Maintenance,3455.95,8682.54
A2937,Printer,2021-04-27,Disposed,4921.42,7667.94
A2938,Server,2021-06-21,Active,1491.16,1260.54
A2939,Switch,2023-06-29,Active,786.74,3172.49
A2940,Switch,2020-02-28,Retired,1708.54,5381.01
A2941,Laptop,2024-01-07,Active,1534.82,4061.95
A2942,Server,2022-11-25,Disposed,739.74,9928.16
A2943,Router,2023-05-18,Disposed,331.34,8337.24
A2944,Switch,2024-06-28,Retired,3526.34,593.71
A2945,Desktop,2020-08-23,Retired,3098.53,2396.15
A2946,Laptop,2022-01-09,In Maintenance,1612.73,1538.44
A2947,Desktop,2020-06-19,Active,378.54,1543.77
A2948,Router,2021-07-29,Retired,3324.87,8580.45
A2949,Printer,2020-11-15,In Maintenance,1617.95,5115.2
A2950,Desktop,2020-09-18,Retired,3164.08,1847.18
A2951,Switch,2019-09-03,Retired,3602.75,2860.18
A2952,Router,2020-01-06,Disposed,1080.62,4735.76
A2953,Server,2021-04-11,Active,4016.59,6732.88
A2954,Printer,2022-11-20,Disposed,3263.28,6479.65
A2955,Laptop,2023-01-15,Active,4437.94,3387.09
A2956,Printer,2022-02-16,Disposed,2008.28,1325.13
A2957,Server,2020-11-28,Active,1118.77,2162.28
A2958,Switch,2021-01-12,In Maintenance,215.04,5465.93
A2959,Router,2023-01-08,Active,3309.63,3558.57
A2960,Router,2022-11-03,Disposed,2921.21,2826.73
A2961,Router,2023-03-26,In Maintenance,2157.04,750.72
A2962,Laptop,2022-11-24,In Maintenance,4986.28,5579.28
A2963,Router,2020-04-25,Active,2651.98,7798.33
A2964,Printer,2023-02-16,In Maintenance,2317.64,1269.73
A2965,Desktop,2020-02-24,Retired,4587.2,4364.21
A2966,Printer,2021-03-05,Active,1140.65,9202.06
A2967,Laptop,2023-10-19,Disposed,2128.87,2849.94
A2968,Server,2022-08-17,Disposed,221.2,9937.37
A2969,Printer,2021-04-10,Active,3469.64,8191.52
A2970,Printer,2020-08-27,Disposed,2809.72,8513.22
A2971,Desktop,2021-05-24,Retired,4871.1,2542.91
A2972,Server,2019-09-22,Active,1165.51,865.74
A2973,Desktop,2020-01-17,Retired,2856.67,2160.45
A2974,Server,2021-10-01,Active,2742.28,1433.53
A2975,Server,2022-02-02,Active,3730.1,961.23
A2976,Switch,2022-09-26,Active,868.52,1259.14
A2977,Server,2020-09-10,Disposed,4934.44,8273.87
A2978,Router,2021-01-27,Disposed,2199.08,1333.48
A2979,Switch,2021-09-21,Retired,461.46,7945.66
A2980,Switch,2019-11-23,Disposed,2516.98,6679.39
A2981,Router,2023-10-09,In Maintenance,2917.61,6247.35
A2982,Router,2021-11-06,Active,2855.37,952.1
A2983,Printer,2019-12-26,Retired,2895.9,4753.47
A2984,Switch,2020-01-20,Active,1186.05,4319.17
A2985,Printer,2021-08-13,Active,1700.51,8621.13
A2986,Printer,2020-11-27,Active,4834.84,7880.88
A2987,Desktop,2022-07-01,Retired,364.24,9921.2
A2988,Router,2019-11-22,In Maintenance,1834.1,1565.99
A2989,Server,2023-07-08,Disposed,2917.03,7346.91
A2990,Router,2022-08-28,Retired,3941.12,3300.46
A2991,Printer,2021-10-12,Disposed,4271.0,7981.2
A2992,Server,2023-05-14,Retired,4405.7,4560.39
A2993,Switch,2023-06-08,In Maintenance,2667.45,2973.57
A2994,Switch,2022-02-21,In Maintenance,3797.59,5903.99
A2995,Printer,2020-03-08,Active,2110.67,3829.63
A2996,Switch,2019-10-12,Retired,4894.37,5775.0
A2997,Printer,2021-08-24,In Maintenance,1153.69,4413.3
A2998,Desktop,2021-06-30,In Maintenance,1885.47,8533.95
A2999,Printer,2021-04-10,Disposed,4421.98,9779.72
A3000,Laptop,2022-03-15,Disposed,189.98,8325.42
A3001,Server,2023-03-18,Retired,4857.12,2290.63
A3002,Printer,2020-09-17,Retired,4501.66,7480.82
A3003,Router,2021-07-02,Disposed,1608.22,8510.23
A3004,Laptop,2020-06-29,In Maintenance,4477.29,4123.86
A3005,Printer,2022-05-21,Retired,4933.34,8103.57
A3006,Printer,2020-12-03,In Maintenance,2379.68,6764.93
A3007,Router,2023-08-21,Disposed,295.18,9808.16
A3008,Printer,2020-10-20,Active,856.07,6497.03
A3009,Switch,2019-09-06,In Maintenance,2057.3,7996.55
A3010,Laptop,2022-08-26,Active,895.68,2950.97
A3011,Laptop,2021-01-26,Active,3922.24,4212.2
A3012,Server,2023-03-31,Active,1278.81,726.21
A3013,Desktop,2019-08-31,Disposed,1781.17,7941.61
A3014,Laptop,2020-01-12,In Maintenance,1308.19,5239.36
A3015,Laptop,2020-11-12,Active,1115.77,1673.99
A3016,Printer,2020-02-14,In Maintenance,4342.8,1690.09
A3017,Printer,2023-11-09,In Maintenance,4147.1,8506.73
A3018,Printer,2021-12-15,Active,1139.25,3389.82
A3019,Switch,2020-06-25,Disposed,4231.72,6219.13
A3020,Laptop,2024-02-28,Retired,4754.0,1133.22
A3021,Desktop,2022-08-01,Disposed,4300.12,8414.81
A3022,Switch,2021-07-03,Disposed,545.6,9767.03
A3023,Printer,2024-06-18,In Maintenance,4932.36,3116.92
A3024,Printer,2021-08-21,Retired,4799.17,6770.54
A3025,Server,2019-11-22,Retired,3148.42,4336.49
A3026,Router,2023-06-05,In Maintenance,4583.23,6133.12
A3027,Laptop,2019-12-13,In Maintenance,2444.25,5949.57
A3028,Desktop,2021-04-08,Active,371.73,9905.24
A3029,Printer,2021-07-13,Disposed,609.85,9443.45
A3030,Router,2020-08-05,In Maintenance,3182.49,2910.62
A3031,Desktop,2022-12-12,Active,454.53,7436.79
A3032,Desktop,2022-05-10,Retired,872.62,6162.19
A3033,Router,2023-05-05,Disposed,1826.41,3315.88
A3034,Server,2023-08-13,In Maintenance,4051.83,7007.33
A3035,Laptop,2019-11-13,Disposed,3217.18,5670.47
A3036,Desktop,2021-07-22,Active,4117.18,7862.26
A3037,Server,2019-10-06,Retired,1389.35,4375.04
A3038,Server,2022-10-31,Disposed,1758.76,2008.34
A3039,Switch,2020-10-28,Retired,1626.9,8454.84
A3040,Server,2023-08-30,Retired,4454.59,5467.13
A3041,Router,2023-05-10,Disposed,2100.06,1508.16
A3042,Switch,2020-04-20,Disposed,3957.04,5178.8
A3043,Switch,2021-05-12,Retired,3221.49,6260.54
A3044,Router,2020-07-28,Disposed,223.87,5336.37
A3045,Desktop,2020-01-02,Disposed,3093.74,9479.12
A3046,Desktop,2023-11-04,Retired,1609.25,3414.87
A3047,Router,2022-02-07,Retired,4328.13,4044.65
A3048,Desktop,2021-08-20,Active,1998.36,3586.58
A3049,Laptop,2019-07-18,Disposed,3709.25,3908.55
A3050,Switch,2019-11-15,Disposed,3336.91,7342.45
A3051,Server,2023-09-17,Retired,3897.2,2548.16
A3052,Laptop,2022-10-14,Active,2320.89,2764.88
A3053,Switch,2021-06-27,Disposed,3016.83,2004.37
A3054,Desktop,2024-07-03,Active,3228.68,1427.17
A3055,Switch,2023-10-18,Active,1205.62,7181.71
A3056,Server,2019-09-15,Active,434.35,3316.7
A3057,Switch,2021-12-24,In Maintenance,4088.45,1366.16
A3058,Switch,2024-06-18,In Maintenance,1150.13,4950.41
A3059,Switch,2019-07-19,Active,2659.9,5123.72
A3060,Laptop,2023-05-06,Active,4075.71,4061.16
A3061,Router,2021-08-18,In Maintenance,3293.9,4634.06
A3062,Router,2022-05-31,Active,978.07,8191.15
A3063,Printer,2021-08-03,Retired,2676.33,3116.85
A3064,Laptop,2022-08-09,Disposed,2296.42,9382.67
A3065,Desktop,2019-10-27,Retired,4673.02,9325.73
A3066,Router,2021-07-21,Disposed,351.63,5280.47
A3067,Router,2021-08-07,In Maintenance,1113.76,1253.26
A3068,Desktop,2022-10-27,Active,3933.83,1568.39
A3069,Laptop,2020-11-02,Disposed,3431.6,1983.36
A3070,Desktop,2020-08-21,In Maintenance,100.86,2510.99
A3071,Desktop,2020-01-08,Active,3878.57,1730.08
A3072,Printer,2020-12-28,Disposed,2945.89,1689.07
A3073,Switch,2023-01-28,Active,1261.1,861.39
A3074,Switch,2023-04-29,Active,937.25,3444.55
A3075,Server,2020-05-07,Retired,514.82,3774.19
A3076,Laptop,2024-01-03,Disposed,4600.09,5615.29
A3077,Router,2024-06-02,Retired,1182.26,4497.43
A3078,Laptop,2019-09-18,Active,2206.37,4698.33
A3079,Router,2021-12-31,Active,4057.56,6571.45
A3080,Desktop,2024-03-01,Disposed,1182.32,8888.15
A3081,Router,2023-04-27,Disposed,126.41,9035.1
A3082,Printer,2020-10-03,In Maintenance,2411.36,7250.26
A3083,Laptop,2022-10-26,Active,3994.27,6311.03
A3084,Desktop,2022-03-01,Active,1747.41,8924.94
A3085,Desktop,2024-01-23,Retired,2687.63,5727.12
A3086,Switch,2022-05-27,Disposed,2385.83,2564.11
A3087,Printer,2020-01-18,Active,4154.46,9677.56
A3088,Switch,2021-06-28,Retired,3559.03,1627.67
A3089,Router,2019-12-01,Disposed,4527.06,8764.24
A3090,Desktop,2023-10-19,Disposed,4578.15,7572.78
A3091,Router,2021-05-26,Disposed,1018.87,4846.39
A3092,Laptop,2020-05-26,Disposed,3501.88,3072.37
A3093,Router,2022-04-04,Retired,2680.55,8487.09
A3094,Server,2019-07-25,Active,2547.51,5105.1
A3095,Switch,2022-08-16,Retired,1185.03,9024.45
A3096,Printer,2021-02-03,Active,2148.02,4197.53
A3097,Server,2024-03-03,Disposed,3593.08,6218.06
A3098,Desktop,2024-07-07,Disposed,4665.74,2833.62
A3099,Router,2020-02-24,Retired,4794.94,9447.37
A3100,Router,2023-06-30,Active,4464.42,9819.4
A3101,Server,2023-06-13,Retired,4691.84,4960.81
A3102,Desktop,2024-02-28,Retired,1563.36,4806.82
A3103,Printer,2019-12-24,Retired,3795.35,7924.02
A3104,Switch,2021-06-24,Retired,4866.04,9241.67
A3105,Server,2021-10-09,Retired,4941.77,5321.66
A3106,Printer,2022-11-04,Disposed,3038.81,9664.76
A3107,Server,2022-01-22,Retired,3109.03,7957.32
A3108,Switch,2021-12-22,Retired,4011.33,7652.58
A3109,Printer,2021-08-05,In Maintenance,4868.56,8929.13
A3110,Switch,2021-07-11,Disposed,1841.97,1411.1
A3111,Printer,2023-02-24,Disposed,4755.1,6607.19
A3112,Laptop,2021-04-03,Disposed,1417.77,9560.77
A3113,Server,2021-11-30,Retired,2926.88,1168.95
A3114,Desktop,2021-03-06,Active,1041.18,8120.4
A3115,Desktop,2020-04-12,Active,1558.54,8155.38
A3116,Server,2019-12-11,Active,1103.94,4854.01
A3117,Laptop,2020-11-02,Active,3042.75,4646.99
A3118,Server,2021-09-05,In Maintenance,2737.1,6475.62
A3119,Laptop,2023-05-06,Disposed,3874.28,2038.08
A3120,Switch,2019-11-13,Disposed,3778.12,2096.69
A3121,Laptop,2020-06-13,Active,2368.14,2591.98
A3122,Server,2021-10-09,Disposed,2216.99,6615.88
A3123,Printer,2021-12-28,In Maintenance,3392.49,1952.9
A3124,Laptop,2021-03-20,In Maintenance,4417.0,1917.84
A3125,Router,2021-11-30,Retired,713.32,4066.1
A3126,Desktop,2023-10-11,Active,4254.19,2445.83
A3127,Printer,2022-04-03,In Maintenance,3430.59,1546.49
A3128,Server,2020-12-30,In Maintenance,552.23,4145.05
A3129,Printer,2021-10-28,In Maintenance,578.22,4500.37
A3130,Switch,2020-12-13,In Maintenance,262.91,5198.49
A3131,Server,2020-02-19,Retired,1943.59,1438.47
A3132,Router,2023-02-27,Retired,4792.38,7237.27
A3133,Switch,2020-01-20,Active,4304.71,3572.99
A3134,Router,2021-10-07,In Maintenance,4636.77,4592.32
A3135,Router,2020-12-04,Disposed,1564.8,5871.65
A3136,Laptop,2020-01-23,Retired,1348.52,3054.26
A3137,Switch,2023-08-14,Disposed,792.19,4393.59
A3138,Switch,2023-12-17,Active,2302.08,1792.54
A3139,Server,2020-06-20,In Maintenance,3683.14,6813.04
A3140,Router,2021-07-18,Active,2785.36,4054.91
A3141,Switch,2023-04-08,Disposed,3452.83,8800.24
A3142,Router,2020-05-14,Active,3404.08,1833.56
A3143,Desktop,2023-04-04,Disposed,1675.74,2251.72
A3144,Laptop,2024-07-09,Retired,758.19,3863.89
A3145,Server,2023-02-16,Active,1657.18,1999.58
A3146,Printer,2023-05-01,Retired,4293.87,4943.0
A3147,Router,2022-03-29,Disposed,1767.47,9192.37
A3148,Router,2020-12-27,In Maintenance,196.4,2652.06
A3149,Printer,2021-12-01,Active,4928.66,5098.58
A3150,Desktop,2022-07-21,Retired,3368.22,2830.68
A3151,Desktop,2024-04-17,Disposed,1976.85,7838.42
A3152,Desktop,2020-01-16,In Maintenance,390.36,2455.69
A3153,Server,2021-03-29,In Maintenance,2419.86,6237.9
A3154,Router,2019-08-23,Retired,2728.72,1931.39
A3155,Laptop,2023-12-08,Disposed,2920.42,6737.15
A3156,Switch,2021-12-09,In Maintenance,1398.27,5855.43
A3157,Desktop,2024-06-24,Disposed,2061.9,7227.35
A3158,Server,2021-05-19,Active,4736.47,2687.55
A3159,Server,2020-04-24,Retired,3481.35,2075.23
A3160,Server,2019-08-25,In Maintenance,1408.25,8245.71
A3161,Switch,2024-03-26,Retired,1214.82,5493.11
A3162,Server,2022-10-18,In Maintenance,3301.44,7355.52
A3163,Switch,2022-05-06,Disposed,729.89,8540.92
A3164,Server,2021-11-13,Disposed,2822.51,7676.9
A3165,Desktop,2021-09-21,Retired,4314.24,2531.26
A3166,Laptop,2022-12-27,In Maintenance,4612.56,7343.56
A3167,Laptop,2023-04-24,Disposed,2580.66,4095.57
A3168,Server,2023-11-24,Retired,1526.76,8905.25
A3169,Router,2021-11-08,Active,2658.39,4732.32
A3170,Router,2022-07-25,Disposed,689.69,1159.98
A3171,Printer,2019-10-24,Retired,1504.56,1700.11
A3172,Printer,2020-07-17,Disposed,3945.59,2912.01
A3173,Router,2022-10-31,Active,4768.42,1713.53
A3174,Switch,2022-04-23,In Maintenance,4037.0,2388.52
A3175,Laptop,2024-01-18,In Maintenance,1682.58,7379.19
A3176,Router,2019-11-17,Disposed,4159.29,3574.72
A3177,Server,2021-08-09,Active,690.15,518.15
A3178,Switch,2021-01-11,In Maintenance,4676.69,3482.7
A3179,Router,2024-01-11,In Maintenance,508.46,4219.57
A3180,Server,2021-03-19,In Maintenance,3801.59,1211.47
